person_id,name,birth_date,death_date,birth_month,birth_day,death_month,death_day,age_at_death_days,age_at_death_years,gender,occupation,birthday_distance,decade
Q19745231,Wiranatakusumah VI,1911-09-04,1992-01-09,9,4,1,9,29347,80.3,male,,126,1990.0
Q137543183,Abdul Firman,1923-06-16,1992-01-09,6,16,1,9,25044,68.6,,,-159,1990.0
Q15307317,Noer Alie,1914-07-15,1992-01-29,7,15,1,29,28322,77.5,male,,-168,1990.0
Q106370972,Ayatullah Saleh,1928-02-28,1992-02-05,2,28,2,5,23353,63.9,male,,-23,1990.0
Q17411402,R. Soebono,1927-06-27,1992-02-08,6,27,2,8,23602,64.6,male,,-140,1990.0
Q12523518,Upit Sarimanah,1928-04-16,1992-02-11,4,16,2,11,23311,63.8,female,,-65,1990.0
Q12484310,Goenarso,1908-10-22,1992-03-06,10,22,3,6,30451,83.4,male,,135,1990.0
Q137286078,Soemantri Praptokoesoemo,1912-06-12,1992-03-13,6,12,3,13,29129,79.8,,,-91,1990.0
Q125464021,Abdul Hakim,1915-03-19,1992-03-16,3,19,3,16,28122,77.0,,,-3,1990.0
Q18421456,Harsono Tjokroaminoto,1912-04-24,1992-04-22,4,24,4,22,29218,80.0,male,,-2,1990.0
Q98785893,Mohammad Sardjan,1909-06-04,1992-05-06,6,4,5,6,30287,82.9,male,,-29,1990.0
Q15720848,Soerip,1921-10-22,1992-05-07,10,22,5,7,25765,70.5,female,,-168,1990.0
Q97222005,Muhammad Saleh Kurnia,1934-12-01,1992-05-10,12,1,5,10,20980,57.4,male,,160,1990.0
Q12521861,Toha Mochtar,1926-09-17,1992-05-17,9,17,5,17,23984,65.7,male,,-123,1990.0
Q12506359,Pranoto Reksosamudro,1923-04-16,1992-06-09,4,16,6,9,25257,69.1,male,,54,1990.0
Q128576948,Prasetyo,1940-06-25,1992-06-23,6,25,6,23,18991,52.0,,,-2,1990.0
Q11201468,G. P. H. Djatikoesoemo,1917-07-01,1992-07-04,7,1,7,4,27397,75.0,male,,3,1990.0
Q16184845,Joesoef Sou’yb,1916-07-14,1992-07-15,7,14,7,15,27760,76.0,male,,1,1990.0
Q60516785,I Gusti Bagus Oka,1910-01-26,1992-07-22,1,26,7,22,30128,82.5,male,,178,1990.0
Q12511499,Said Rasad,1920-07-01,1992-08-01,7,1,8,1,26329,72.1,male,,31,1990.0
Q126869440,Kaboel Arifin,1919-03-13,1992-08-22,3,13,8,22,26826,73.4,,,162,1990.0
Q13218166,Tamsil,1908-05-21,1992-08-26,5,21,8,26,30778,84.3,male,,97,1990.0
Q25470527,Tole Madna,1898-05-12,1992-09-01,5,12,9,1,34445,94.3,male,,112,1990.0
Q112050667,Gusti Abdul Muis,1919-04-12,1992-09-27,4,12,9,27,26832,73.5,male,,168,1990.0
Q3080291,Max Tera,1920-10-25,1992-10-01,10,25,10,1,26274,71.9,male,,-24,1990.0
Q12470648,Achmad Bastari,1910-10-08,1992-10-13,10,8,10,13,29956,82.0,male,,5,1990.0
Q135645902,Anang Adenansi,1938-08-13,1992-10-13,8,13,10,13,19785,54.2,,,61,1990.0
Q12485593,Herman Johannes,1912-05-28,1992-10-17,5,28,10,17,29362,80.4,male,,142,1990.0
Q19729640,Nasroen A.S.,1914-04-29,1992-10-17,4,29,10,17,28661,78.5,male,,171,1990.0
Q14956786,Nyak Adam Kamil,1906-04-24,1992-10-18,4,24,10,18,31589,86.5,male,,177,1990.0
Q19725965,Gina Sutan Aswar,1964-07-09,1992-11-03,7,9,11,3,10344,28.3,female,,117,1990.0
Q110102592,Djoni Abdurachman,1928-06-10,1992-11-09,6,10,11,9,23528,64.4,male,,152,1990.0
Q12480975,Daryatmo,1925-06-18,1992-12-06,6,18,12,6,24643,67.5,male,,171,1990.0
Q12507534,Soebekti,1914-05-14,1992-12-09,5,14,12,9,28699,78.6,male,,-156,1990.0
Q13520165,Martono,1925-05-17,1992-12-13,5,17,12,13,24682,67.6,male,,-155,1990.0
Q12470448,A. Hamid Arief,1924-11-15,1992-12-20,11,15,12,20,24872,68.1,male,,35,1990.0
Q12470438,A.N. Alcaff,1925-12-17,1992-12-22,12,17,12,22,24477,67.0,male,,5,1990.0
Q123508376,Badruddin bin Ahmad Zaini,1937-02-11,1992-12-22,2,11,12,22,20403,55.9,male,,-50,1990.0
Q115742681,Agam Achmadi Simbolon,1924-05-25,1993-01-01,5,25,1,1,25058,68.6,male,,-144,1990.0
Q7531493,Sisworo Gautama Putra,1938-05-26,1993-01-05,5,26,1,5,19948,54.6,male,,-141,1990.0
Q16177275,Firman Muntaco,1935-05-05,1993-01-10,5,5,1,10,21070,57.7,male,,-115,1990.0
Q13519518,Gordon Tobing,1925-08-27,1993-01-13,8,27,1,13,24611,67.4,male,,139,1990.0
Q12503825,Paula Rumokoy,1949-04-17,1993-01-16,4,17,1,16,15980,43.8,female,,-91,1990.0
Q2327343,Mohammad Natsir,1908-07-17,1993-02-06,7,17,2,6,30885,84.6,male,,-161,1990.0
Q12507536,R. Widodo,1924-04-25,1993-02-19,4,25,2,19,25137,68.8,male,,-65,1990.0
Q22696715,Ras Siregar,1936-06-10,1993-03-02,6,10,3,2,20719,56.7,male,,-100,1990.0
Q12509235,S. Bono,1930-01-04,1993-03-13,1,4,3,13,23079,63.2,male,,68,1990.0
Q136788533,Sambas Atmadinata,1925-06-09,1993-03-17,6,9,3,17,24753,67.8,,,-84,1990.0
Q131861966,Muchtar Lutfi,1936-07-16,1993-03-19,7,16,3,19,20700,56.7,,,-119,1990.0
Q12515771,Soepardjo Roestam,1926-08-12,1993-04-11,8,12,4,11,24349,66.7,male,,-123,1990.0
Q25465997,Sutan Mohammad Amin Nasution,1904-02-22,1993-04-16,2,22,4,16,32561,89.1,male,,53,1990.0
Q12480963,Darussalam,1920-09-12,1993-04-26,9,12,4,26,26524,72.6,male,,-139,1990.0
Q11203784,Doddy Achdiat Tisna Amidjaja,1925-03-15,1993-05-05,3,15,5,5,24888,68.1,male,,51,1990.0
Q12486225,Ibu Sud,1908-03-26,1993-05-26,3,26,5,26,31107,85.2,female,,61,1990.0
Q16179659,Hamim Tohari Djazuli,1940-08-17,1993-06-05,8,17,6,5,19285,52.8,male,,-73,1990.0
Q111343095,Hariati Soerosoegondo,1921-06-30,1993-06-19,6,30,6,19,26287,72.0,female,,-11,1990.0
Q4596161,Zulkifli Lubis,1923-12-26,1993-06-23,12,26,6,23,25382,69.5,male,,179,1990.0
Q19724607,But Mochtar,1930-12-30,1993-06-30,12,30,6,30,22828,62.5,male,,182,1990.0
Q132127406,Kasdullah,1923-03-04,1993-07-13,3,4,7,13,25699,70.4,,,131,1990.0
Q12472292,Anwar Datuk Madjo Basa Nan Kuning,1909-06-21,1993-07-25,6,21,7,25,30715,84.1,male,,34,1990.0
Q28355678,Franciscus Conradus Palaoensoeka,1922-05-19,1993-08-12,5,19,8,12,26018,71.2,male,,85,1990.0
Q12509236,S. Bagio,1933-03-03,1993-08-14,3,3,8,14,22079,60.4,male,,164,1990.0
Q7399919,Said Soekanto Tjokrodiatmodjo,1908-06-07,1993-08-24,6,7,8,24,31124,85.2,male,,78,1990.0
Q12494778,Liberty Manik,1924-11-21,1993-09-16,11,21,9,16,25136,68.8,male,,-66,1990.0
Q12496372,Malik Ahmad,1912-07-07,1993-10-03,7,7,10,3,29673,81.2,male,,88,1990.0
Q114882718,Kurnianingrat,1919-09-04,1993-10-18,9,4,10,18,27073,74.1,female,,44,1990.0
Q17411029,Richie Ricardo,1960-05-02,1993-10-29,5,2,10,29,12233,33.5,male,,180,1990.0
Q4201116,Basuki Abdullah,1915-01-25,1993-11-05,1,25,11,5,28774,78.8,male,,-81,1990.0
Q117826179,Ida Bagus Tilem,1936-12-13,1993-11-20,12,13,11,20,20796,56.9,,,-23,1990.0
Q12522832,Tuty S.,1936-02-16,1993-12-15,2,16,12,15,21122,57.8,female,,-63,1990.0
Q49252721,Basir Surya,1914-07-17,1993-12-20,7,17,12,20,29011,79.4,,,156,1990.0
Q6887655,Mochtar Apin,1923-12-23,1994-01-01,12,23,1,1,25577,70.0,male,,9,1990.0
Q97228687,Huzai Junus Djok Mentaya,1939-07-19,1994-01-13,7,19,1,13,19902,54.5,male,,178,1990.0
Q1335187,Justinus Darmojuwono,1914-11-02,1994-02-03,11,2,2,3,28948,79.3,male,,93,1990.0
Q68862788,Tjung Tin Jan,1919-02-09,1994-02-03,2,9,2,3,27388,75.0,male,,-6,1990.0
Q108730440,Suffri Jusuf,1924-09-12,1994-02-04,9,12,2,4,25347,69.4,male,,145,1990.0
Q16168952,Atar Sibero,1931-05-02,1994-02-11,5,2,2,11,22931,62.8,male,,-80,1990.0
Q12518244,Sutopo,1918-06-19,1994-02-12,6,19,2,12,27632,75.7,male,,-127,1990.0
Q28355702,Deliana Surawidjaja,1925-06-30,1994-03-07,6,30,3,7,25087,68.7,female,,-115,1990.0
Q12521649,Tirto Utomo,1930-03-09,1994-03-16,3,9,3,16,23383,64.0,male,,7,1990.0
Q85909558,Jonosewojo,1921-06-09,1994-03-22,6,9,3,22,26584,72.8,male,,-79,1990.0
Q3201316,Nashar,1928-10-03,1994-04-13,10,3,4,13,23933,65.5,male,,-173,1990.0
Q20278504,Rivai Marlaut,1912-10-12,1994-04-20,10,12,4,20,29775,81.5,male,,-175,1990.0
Q17411311,Selamat Ginting,1923-04-22,1994-04-22,4,22,4,22,25933,71.0,male,,0,1990.0
Q15309706,Agus Djaya,1913-04-01,1994-04-24,4,1,4,24,29608,81.1,male,,23,1990.0
Q12485295,Hari Suharto,1924-02-26,1994-04-28,2,26,4,28,25629,70.2,male,,61,1990.0
Q49251900,Jackson Arief,1949-09-09,1994-05-03,9,9,5,3,16307,44.6,male,,-129,1990.0
Q130360654,Indraman Akmam,1926-09-06,1994-05-06,9,6,5,6,24714,67.7,male,,-123,1990.0
Q3174961,A. Riyanto,1943-11-23,1994-06-17,11,23,6,17,18469,50.6,male,,-159,1990.0
Q4849539,Bakri Siregar,1922-12-14,1994-06-19,12,14,6,19,26120,71.5,male,,-178,1990.0
Q12470952,Ahmad Azhar Basyir,1928-11-21,1994-06-28,11,21,6,28,23960,65.6,male,,-146,1990.0
Q2467467,André Joseph Guillaume Henri Kostermans,1906-07-01,1994-07-10,7,1,7,10,32151,88.0,male,,9,1990.0
Q1755191,Sutan Takdir Alisjahbana,1908-02-11,1994-07-12,2,11,7,12,31563,86.4,male,,151,1990.0
Q6401923,Kho Ping Hoo,1926-08-17,1994-07-22,8,17,7,22,24811,67.9,male,,-26,1990.0
Q103839444,Muhammad Arwani Amin,1905-09-05,1994-10-01,9,5,10,1,32533,89.1,male,,26,1990.0
Q12503232,Parjoko Suryokusumo,1938-01-05,1994-10-21,1,5,10,21,20743,56.8,male,,-76,1990.0
Q137216124,Abdurrahim Ja'far,1916-01-05,1994-10-27,1,5,10,27,28785,78.8,,,-70,1990.0
Q12508816,Roesmin Noerjadin,1930-05-31,1994-10-30,5,31,10,30,23528,64.4,male,,152,1990.0
Q7553548,Soetjipto Soentoro,1941-06-16,1994-11-12,6,16,11,12,19507,53.4,male,,149,1990.0
Q12497345,Masjkur,1904-12-30,1994-12-25,12,30,12,25,32867,90.0,male,,-5,1990.0
Q137785108,Mawardi Muhammad,1913-10-10,1994-12-30,10,10,12,30,29666,81.2,male,,81,1990.0
Q16171508,Buchari Tamam,1922-07-04,1994-12-31,7,4,12,31,26478,72.5,male,,180,1990.0
Q123474448,B.T.H. Simandjuntak,1929-06-04,1995-01-22,6,4,1,22,23973,65.6,male,,-133,1990.0
Q123122010,Abdul Moeis (kelahiran 1916),1916-04-18,1995-02-12,4,18,2,12,28789,78.8,male,,-65,1990.0
Q65208368,Lalu Manambai Abdul Kadir,1928-11-22,1995-02-15,11,22,2,15,24191,66.2,,,85,1990.0
Q117755654,Ignatius Djoko Muljono,1923-08-17,1995-02-16,8,17,2,16,26116,71.5,male,,-182,1990.0
Q112601379,Agusni,1918-08-06,1995-02-23,8,6,2,23,27960,76.6,male,,-164,1990.0
Q126722567,Oey Kim Tiang,1903-02-09,1995-03-08,2,9,3,8,33630,92.1,male,,27,1990.0
Q4272691,Dicky Zulkarnaen,1939-10-12,1995-03-10,10,12,3,10,20238,55.4,male,,149,1990.0
Q12681931,Abdur Rozaq Fachruddin,1916-02-14,1995-03-17,2,14,3,17,28886,79.1,male,,31,1990.0
Q5262520,Nike Ardilla,1975-12-27,1995-03-19,12,27,3,19,7022,19.2,female,,82,1990.0
Q17410670,Loetan St. Toenaro,1915-05-15,1995-04-09,5,15,4,9,29184,79.9,male,,-36,1990.0
Q12519995,Tarida Gloria,1960-08-25,1995-04-16,8,25,4,16,12652,34.6,female,,-131,1990.0
Q4252072,Amir Machmud,1923-02-21,1995-04-21,2,21,4,21,26357,72.2,male,,59,1990.0
Q30607727,Mohammad Said,1905-08-17,1995-04-26,8,17,4,26,32759,89.7,male,,-113,1990.0
Q16170863,Bey Arifin,1917-09-29,1995-04-30,9,29,4,30,28337,77.6,male,,-152,1990.0
Q4790571,Arifin C. Noer,1941-03-10,1995-05-28,3,10,5,28,19802,54.2,male,,79,1990.0
Q137947488,Siti Romlah,1921-06-01,1995-05-30,6,1,5,30,27026,74.0,female,,-2,1990.0
Q123424315,Suraji Ariakertawijaya,1922-07-23,1995-06-06,7,23,6,6,26616,72.9,male,,-47,1990.0
Q13637491,Ida Bagus Mantra,1928-05-08,1995-07-10,5,8,7,10,24534,67.2,male,,63,1990.0
Q7630722,Subagio Sastrowardoyo,1924-02-01,1995-07-18,2,1,7,18,26100,71.5,male,,167,1990.0
Q12472071,Andy Liany,1964-07-19,1995-07-25,7,19,7,25,11328,31.0,male,,6,1990.0
Q31827629,Yustan Aziddin,1933-05-13,1995-08-12,5,13,8,12,22736,62.2,male,,91,1990.0
Q12470752,Adlinsjah Jenie,1922-05-08,1995-08-14,5,8,8,14,26761,73.3,male,,98,1990.0
Q20278479,Abiem Ngesti,1978-10-30,1995-08-19,10,30,8,19,6137,16.8,male,,-72,1990.0
Q6862289,Poppy Mercury,1972-11-15,1995-08-28,11,15,8,28,8321,22.8,female,,-79,1990.0
Q56392211,Junus Adam Dungga,1922-01-12,1995-08-28,1,12,8,28,26891,73.6,male,,-137,1990.0
Q818410,Benyamin Sueb,1939-03-05,1995-09-05,3,5,9,5,20638,56.5,male,,-181,1990.0
Q16044649,Eny Karim,1910-10-27,1995-09-05,10,27,9,5,30994,84.9,male,,-52,1990.0
Q12482271,Eddy Sabara,1927-02-17,1995-09-30,2,17,9,30,25062,68.6,male,,-140,1990.0
Q137656732,Willem Rombouts,1918-08-23,1995-11-10,8,23,11,10,28203,77.2,male,,79,1990.0
Q11045756,Ganes TH.,1935-07-10,1995-12-10,7,10,12,10,22068,60.4,male,,153,1990.0
Q12512111,Sanusi Hardjadinata,1914-06-24,1995-12-12,6,24,12,12,29756,81.5,male,,171,1990.0
Q64016868,K.S. Kostaman,1931-03-27,1995-12-12,3,27,12,12,23636,64.7,male,,-105,1990.0
Q112332,Sariamin Ismail,1909-07-31,1995-12-15,7,31,12,15,31548,86.4,female,,137,1990.0
Q12485353,Harsja W. Bachtiar,1934-05-03,1995-12-18,5,3,12,18,22509,61.6,male,,-136,1990.0
Q12485422,Hasyim Ning,1916-08-22,1995-12-26,8,22,12,26,28980,79.3,male,,126,1990.0
Q12521576,Tino Sidin,1925-11-25,1995-12-29,11,25,12,29,25601,70.1,male,,34,1990.0
Q2018308,Leo Soekoto,1920-10-23,1995-12-30,10,23,12,30,27461,75.2,male,,68,1990.0
Q43129771,Dullah,1919-09-17,1996-01-01,9,17,1,1,27865,76.3,male,,105,1990.0
Q8023493,Wim Umboh,1933-03-26,1996-01-24,3,26,1,24,22949,62.8,male,,-62,1990.0
Q134405161,Amran S. Mouna,1923-10-13,1996-01-27,10,13,1,27,26404,72.3,,,105,1990.0
Q16180409,Sandy Suwardi Hassan,1929-03-22,1996-02-03,3,22,2,3,24424,66.9,male,,-48,1990.0
Q123058257,A. Karim,1915-02-06,1996-02-04,2,6,2,4,29583,81.0,male,,-2,1990.0
Q17278769,Mohammad Zamroni,1935-08-10,1996-02-05,8,10,2,5,22094,60.5,male,,178,1990.0
Q131521868,Iljas Hamzah,1918-11-11,1996-02-09,11,11,2,9,28214,77.2,male,,89,1990.0
Q85993732,R. Sunarjo,1908-05-15,1996-02-14,5,15,2,14,32051,87.8,male,,-91,1990.0
Q25461340,Atje Misbach Muhjiddin,1937-05-09,1996-03-08,5,9,3,8,21488,58.8,male,,-62,1990.0
Q22234447,Thom Wainggai,1937-12-05,1996-03-12,12,5,3,12,21282,58.3,male,,97,1990.0
Q110102286,Oemar Said Djojosapoetro,1925-08-09,1996-03-16,8,9,3,16,25787,70.6,male,,-146,1990.0
Q31173751,JH Hutasoit,1921-09-16,1996-03-17,9,16,3,17,27211,74.5,male,,182,1990.0
Q120107340,Kasim Yacoeb,1937-11-18,1996-03-21,11,18,3,21,21308,58.3,male,,123,1990.0
Q131463657,Elias Naulu Simbolon,1946-06-01,1996-03-24,6,1,3,24,18194,49.8,male,,-69,1990.0
Q12499303,Muchtar Jahja,1907-03-03,1996-03-31,3,3,3,31,32536,89.1,male,,28,1990.0
Q12489805,Kasmat Bahuwinangun,1908-05-15,1996-04-19,5,15,4,19,32116,87.9,male,,-26,1990.0
Q19739065,Sasminta Mardawa,1929-04-09,1996-04-26,4,9,4,26,24489,67.0,male,,17,1990.0
Q4201169,Tien Soeharto,1923-08-23,1996-04-28,8,23,4,28,26547,72.7,female,,-117,1990.0
Q28724371,Ismanto,1929-01-31,1996-05-01,1,31,5,1,24562,67.2,male,,91,1990.0
Q12481583,Diran,1936-07-02,1996-05-04,7,2,5,4,21856,59.8,male,,-59,1990.0
Q12501160,Oei Tjoe Tat,1922-04-26,1996-05-26,4,26,5,26,27059,74.1,male,,30,1990.0
Q1587648,Hartono Rekso Dharsono,1925-06-10,1996-06-05,6,10,6,5,25928,71.0,male,,-5,1990.0
Q7531890,Siti Rukiah,1927-04-25,1996-06-07,4,25,6,7,25246,69.1,female,,43,1990.0
Q16174471,B. M. Diah,1917-04-07,1996-06-10,4,7,6,10,28919,79.2,male,,64,1990.0
Q12508921,Roosseno,1908-08-02,1996-06-15,8,2,6,15,32094,87.9,male,,-48,1990.0
Q134499572,Piola Isa,1923-10-11,1996-06-19,10,11,6,19,26550,72.7,,,-114,1990.0
Q65212632,Moeffreni Moe'min,1921-02-12,1996-06-27,2,12,6,27,27529,75.4,,,136,1990.0
Q12471492,Ali Said,1927-06-12,1996-06-28,6,12,6,28,25219,69.0,male,,16,1990.0
Q94684025,Alizar Thaib,1921-10-30,1996-07-05,10,30,7,5,27277,74.7,male,,-117,1990.0
Q12518045,Suparna Sastra Diredja,1915-06-02,1996-07-07,6,2,7,7,29621,81.1,female,,35,1990.0
Q12498125,Menzano,1918-12-30,1996-07-18,12,30,7,18,28325,77.5,male,,-165,1990.0
Q117475356,Ambyah Hadiwinoto,1918-12-22,1996-07-25,12,22,7,25,28340,77.6,male,,-150,1990.0
Q16188572,Maksid,1917-12-07,1996-08-02,12,7,8,2,28728,78.7,,,-127,1990.0
Q28355681,Abdul Manaf Lubis,1927-03-31,1996-08-06,3,31,8,6,25331,69.4,,,128,1990.0
Q6938096,Fuad Muhammad Syafruddin,1963-02-18,1996-08-16,2,18,8,16,12233,33.5,male,,180,1990.0
Q16163023,Achmad Lamo,1920-09-06,1996-08-28,9,6,8,28,27750,76.0,male,,-9,1990.0
Q17544290,I Gusti Putu Oka Mona,1930-08-26,1996-08-30,8,26,8,30,24111,66.0,male,,4,1990.0
Q12508813,Roekmini Koesoemo Astoeti,1938-09-04,1996-09-02,9,4,9,2,21183,58.0,female,,-2,1990.0
Q12520366,Teguh Slamet Rahardjo,1926-08-08,1996-09-22,8,8,9,22,25613,70.1,male,,45,1990.0
Q12487957,Joebaar Ajoeb,1926-02-16,1996-10-13,2,16,10,13,25807,70.7,male,,-125,1990.0
Q116485594,Arman Effendy Mochtar,1928-07-12,1996-10-21,7,12,10,21,24938,68.3,male,,101,1990.0
Q12509219,Ruth Pelupessy,1938-04-27,1996-10-21,4,27,10,21,21362,58.5,female,,177,1990.0
Q7844057,Trisnojuwono,1925-11-12,1996-10-29,11,12,10,29,25919,71.0,male,,-14,1990.0
Q126901681,Urip Widodo,1926-11-28,1996-11-12,11,28,11,12,25552,70.0,,,-16,1990.0
Q49255098,Bambang S. Widjanarko,1927-09-09,1996-11-18,9,9,11,18,25273,69.2,male,,70,1990.0
Q24284643,Yunan Nasution,1913-11-22,1996-11-29,11,22,11,29,30323,83.0,male,,7,1990.0
Q131460235,Tee San Liong,1922-01-03,1996-11-30,1,3,11,30,27360,74.9,male,,-33,1990.0
Q38808372,Herman Pieters,1924-12-12,1996-12-12,12,12,12,12,26298,72.0,male,,0,1990.0
Q25464408,Poernomo Kasidi,1933-09-22,1996-12-15,9,22,12,15,23095,63.2,male,,84,1990.0
Q12354395,Ramona van Dalsem,1929-01-26,1997-01-07,1,26,1,7,24818,67.9,female,,-19,1990.0
Q15138877,Ray Rizal,1955-02-07,1997-01-07,2,7,1,7,15310,41.9,male,,-31,1990.0
Q12515744,Soebijakto,1929-08-17,1997-01-12,8,17,1,12,24620,67.4,male,,148,1990.0
Q19942348,Anwar Nurris,1941-04-24,1997-01-16,4,24,1,16,20356,55.7,male,,-98,1990.0
Q25461266,Daan Anwar,1923-12-24,1997-02-04,12,24,2,4,26706,73.1,male,,42,1990.0
Q12509228,Ryan Hidayat,1970-09-19,1997-02-08,9,19,2,8,9639,26.4,male,,142,1990.0
Q12473004,BM. Syamsudin,1935-05-10,1997-02-20,5,10,2,20,22567,61.8,male,,-79,1990.0
Q4937086,Boediardjo,1921-11-16,1997-03-15,11,16,3,15,27513,75.3,male,,119,1990.0
Q118121749,Sofia A. Rachman,1927-10-25,1997-04-02,10,25,4,2,25362,69.4,female,,159,1990.0
Q12515772,Soepojo Padmodipoetro,1922-12-22,1997-04-15,12,22,4,15,27143,74.3,male,,114,1990.0
Q16177639,Galang Rambu Anarki,1982-01-01,1997-04-25,1,1,4,25,5593,15.3,male,,114,1990.0
Q20278521,Soedarsono,1921-09-24,1997-05-06,9,24,5,6,27618,75.6,male,,-141,1990.0
Q4446092,Soenario Sastrowardoyo,1902-07-28,1997-05-18,7,28,5,18,34628,94.8,male,,-71,1990.0
Q109434764,Hoessin Saad,1924-11-29,1997-05-22,11,29,5,22,26472,72.5,male,,174,1990.0
Q110102585,Julius Henuhili,1928-11-17,1997-06-02,11,17,6,2,25034,68.5,male,,-168,1990.0
Q5657465,Harijadi Sumodidjojo,1919-07-25,1997-06-03,7,25,6,3,28438,77.9,male,,-52,1990.0
Q12495540,Lukas Kustaryo,1920-10-20,1997-06-08,10,20,6,8,27990,76.6,male,,-134,1990.0
Q12515757,Soekmono,1922-07-14,1997-06-09,7,14,6,9,27359,74.9,male,,-35,1990.0
Q12470964,Ahmad Rifai Arief,1942-12-30,1997-06-16,12,30,6,16,19892,54.5,male,,168,1990.0
Q133828098,Non Kawilarang,1917-10-27,1997-06-27,10,27,6,27,29098,79.7,female,,-122,1990.0
Q4203375,A.A. Hamidhan,1909-02-25,1997-08-21,2,25,8,21,32319,88.5,male,,177,1990.0
Q117789729,Stephanus Ndoen,1907-01-27,1997-08-24,1,27,8,24,33082,90.6,,,-156,1990.0
Q44155545,Effendy Nasution,1934-11-24,1997-08-26,11,24,8,26,22921,62.8,male,,-90,1990.0
Q126718565,M Joesoef Emdhy,1927-02-02,1997-08-28,2,2,8,28,25775,70.6,male,,-158,1990.0
Q12484423,Gorys Keraf,1936-11-17,1997-08-30,11,17,8,30,22201,60.8,male,,-79,1990.0
Q2639047,Gertrudes Johannes Resink,1911-10-11,1997-09-04,10,11,9,4,31375,85.9,male,,-37,1990.0
Q12472975,Azhari,1923-07-22,1997-09-07,7,22,9,7,27076,74.1,male,,47,1990.0
Q17410552,Purnomosidi Hadjisarosa,1934-09-07,1997-09-17,9,7,9,17,23021,63.0,,,10,1990.0
Q4259946,Teuku Muhammad Hasan,1906-04-04,1997-09-21,4,4,9,21,33408,91.5,male,,170,1990.0
Q12496103,Mahatmanto,1924-08-11,1997-10-01,8,11,10,1,26714,73.1,male,,51,1990.0
Q15992371,Gregorius Manteiro,1924-03-12,1997-10-10,3,12,10,10,26875,73.6,male,,-153,1990.0
Q19752247,Muhammad Zainuddin Abdul Madjid,1898-08-05,1997-10-21,8,5,10,21,36236,99.2,male,,77,1990.0
Q123056794,Zainal Arifin Datuk,1921-01-03,1997-10-22,1,3,10,22,28051,76.8,male,,-73,1990.0
Q12506351,Pranadjaja,1929-12-11,1997-11-02,12,11,11,2,24798,67.9,male,,-39,1990.0
Q61118905,Dhomber,1924-02-02,1997-11-05,2,2,11,5,26940,73.8,,,-89,1990.0
Q49254381,Norman Sasono,1925-09-21,1997-11-20,9,21,11,20,26358,72.2,,,60,1990.0
Q12488230,Jusup Sitepu,1947-12-25,1997-11-24,12,25,11,24,18232,49.9,male,,-31,1990.0
Q12523755,W. D. Mochtar,1928-05-09,1997-12-13,5,9,12,13,25420,69.6,male,,-147,1990.0
Q11269436,Kasino,1950-09-15,1997-12-18,9,15,12,18,17261,47.3,male,,94,1990.0
Q12515785,Soesilo Soedarman,1928-11-12,1997-12-18,11,12,12,18,25238,69.1,male,,36,1990.0
Q56388551,Ghalib Lasahido,1926-01-03,1997-12-21,1,3,12,21,26285,72.0,,,-13,1990.0
Q12471383,Alamsyah Ratu Perwiranegara,1925-12-25,1998-01-08,12,25,1,8,26312,72.0,male,,14,1990.0
Q14949773,Ali Hasyimi,1914-03-28,1998-01-18,3,28,1,18,30612,83.8,male,,-69,1990.0
Q137597255,Hudly Bambang Aruman,1929-12-22,1998-01-24,12,22,1,24,24870,68.1,male,,33,1990.0
Q23580740,Hamid Algadri,1912-07-10,1998-01-25,7,10,1,25,31245,85.5,male,,-166,1990.0
Q16172238,Chairul Harun,1940-08-17,1998-02-19,8,17,2,19,21005,57.5,male,,-179,1990.0
Q16162855,Karjo AC-DC,1935-10-10,1998-03-01,10,10,3,1,22788,62.4,male,,142,1990.0
Q19724322,Benny Muharam,1944-12-19,1998-03-02,12,19,3,2,19431,53.2,male,,73,1990.0
Q132852904,Aried Riyadi,1929-05-07,1998-03-31,5,7,3,31,25165,68.9,,,-37,1990.0
Q110845452,Rachmad Kusumobroto,1914-06-30,1998-04-16,6,30,4,16,30606,83.8,male,,-75,1990.0
Q123908149,Lo Siang Hien,1921-06-13,1998-04-19,6,13,4,19,28069,76.8,male,,-55,1990.0
Q98915383,Hardi,1918-05-23,1998-04-23,5,23,4,23,29190,79.9,male,,-30,1990.0
Q7637162,Sumitro,1927-01-13,1998-05-10,1,13,5,10,26050,71.3,male,,117,1990.0
Q12485057,Hafidin Royan,1976-09-28,1998-05-12,9,28,5,12,7896,21.6,male,,-139,1990.0
Q12485547,Hendriawan Sie,1978-03-03,1998-05-12,3,3,5,12,7375,20.2,male,,70,1990.0
Q12485579,Heri Hertanto,1977-02-05,1998-05-12,2,5,5,12,7766,21.3,male,,96,1990.0
Q16832517,Elang Mulia Lesmana,1978-07-05,1998-05-12,7,5,5,12,7251,19.9,male,,-54,1990.0
Q131550384,Yudomo Sastrosuhardjo,1949-03-01,1998-06-04,3,1,6,4,17992,49.3,,,95,1990.0
Q12523664,Victor Immanuel Tanja,1936-05-31,1998-07-01,5,31,7,1,22676,62.1,male,,31,1990.0
Q28355658,Noerdin Pandji,1924-11-17,1998-07-05,11,17,7,5,26893,73.6,male,,-135,1990.0
Q12521734,Tjokropranolo,1924-05-21,1998-07-22,5,21,7,22,27090,74.2,male,,62,1990.0
