person_id,name,birth_date,death_date,birth_month,birth_day,death_month,death_day,age_at_death_days,age_at_death_years,gender,occupation,birthday_distance,decade
Q65208080,Boedi Harsono,1922-05-03,2011-10-18,5,3,10,18,32675,89.5,,,168,2010.0
Q19729779,Wanda Nizar,1979-04-26,2011-10-20,4,26,10,20,11865,32.5,male,,177,2010.0
Q12521687,Titie Said,1935-07-11,2011-10-24,7,11,10,24,27864,76.3,female,,105,2010.0
Q5041617,Carlo Tabalujan,1924-04-18,2011-11-10,4,18,11,10,31982,87.6,male,,-159,2010.0
Q17410813,Sahabuddin Mustafa,1954-03-22,2011-11-19,3,22,11,19,21061,57.7,male,,-123,2010.0
Q17411419,Soetjipto Soedjono,1945-08-13,2011-11-24,8,13,11,24,24209,66.3,male,,103,2010.0
Q1240763,Donatus Djagom,1919-05-10,2011-11-29,5,10,11,29,33806,92.6,male,,-162,2010.0
Q17411503,Sutrisno Hadi,1944-08-01,2011-11-29,8,1,11,29,24591,67.3,male,,120,2010.0
Q12488202,Junus Jahja,1927-04-22,2011-12-07,4,22,12,7,30910,84.6,male,,-136,2010.0
Q12515888,Sondang Hutagalung,1989-11-12,2011-12-10,11,12,12,10,8063,22.1,male,,28,2010.0
Q12525397,Zainuddin Tamir Koto,1941-12-14,2011-12-11,12,14,12,11,25564,70.0,male,,-3,2010.0
Q12515758,Soelarso,1929-08-11,2011-12-20,8,11,12,20,30081,82.4,male,,131,2010.0
Q30604401,Soni Harsono,1930-05-01,2011-12-22,5,1,12,22,29820,81.6,male,,-130,2010.0
Q12472303,Aom Kusman,1946-06-24,2011-12-23,6,24,12,23,23923,65.5,male,,182,2010.0
Q15138861,Lan Fang,1970-03-05,2011-12-25,3,5,12,25,15270,41.8,female,,-70,2010.0
Q11335280,Pujawati Utama,1960-06-04,2012-01-02,6,4,1,2,18839,51.6,female,,-154,2010.0
Q19738612,Murtidjono,1951-07-10,2012-01-03,7,10,1,3,22092,60.5,male,,176,2010.0
Q12482262,Ed Zoelverdi,1943-03-12,2012-01-04,3,12,1,4,25135,68.8,male,,-68,2010.0
Q25461248,Ursinus Elias,1922-04-06,2012-01-06,4,6,1,6,32782,89.8,male,,-91,2010.0
Q11032814,Valia Rahma,1985-01-31,2012-01-13,1,31,1,13,9843,26.9,female,,-18,2010.0
Q12496101,Mahasthawira Vajragiri,1931-10-28,2012-01-15,10,28,1,15,29299,80.2,male,,78,2010.0
Q25463311,Indra Rusdi,1954-07-17,2012-01-16,7,17,1,16,21002,57.5,,,182,2010.0
Q117755748,ATS Siagian,1937-10-31,2012-01-23,10,31,1,23,27112,74.2,male,,83,2010.0
Q12470700,Ade Namnung,1977-04-10,2012-01-31,4,10,1,31,12714,34.8,male,,-70,2010.0
Q5629671,H.I.M. Damsyik,1929-03-14,2012-02-02,3,14,2,2,30275,82.9,male,,-41,2010.0
Q3623692,Jacob Salatun,1927-05-29,2012-02-03,5,29,2,3,30931,84.7,male,,-116,2010.0
Q109726922,Siti Hamidah Agus Sudono,1933-02-02,2012-02-06,2,2,2,6,28858,79.0,,,4,2010.0
Q17997794,Agus Utara Effendi,1945-08-28,2012-02-12,8,28,2,12,24274,66.5,male,,167,2010.0
Q997544,Bubi Chen,1938-02-09,2012-02-16,2,9,2,16,27035,74.0,male,,7,2010.0
Q16182023,Ibrahim Risjad,1934-03-02,2012-02-17,3,2,2,17,28476,78.0,male,,-14,2010.0
Q16179316,Hadari Nawawi,1942-01-18,2012-02-21,1,18,2,21,25601,70.1,male,,34,2010.0
Q24285827,Mardjono SW,1950-06-04,2012-02-23,6,4,2,23,22544,61.7,male,,-102,2010.0
Q12498743,Moh. Ruslan,1948-04-14,2012-02-26,4,14,2,26,23328,63.9,male,,-48,2010.0
Q12470574,Abdullah Faqih,1932-05-02,2012-02-29,5,2,2,29,29157,79.8,male,,-63,2010.0
Q22133127,Muhibuddin Waly,1936-12-17,2012-03-07,12,17,3,7,27474,75.2,male,,80,2010.0
Q13094926,Manthous,1950-04-10,2012-03-09,4,10,3,9,22614,61.9,male,,-32,2010.0
Q12500910,Nortier Simanungkalit,1929-12-17,2012-03-09,12,17,3,9,30033,82.2,male,,82,2010.0
Q4261785,Widjojo Nitisastro,1927-09-23,2012-03-09,9,23,3,9,30849,84.5,male,,167,2010.0
Q12501302,Olivia Dewi Soerijo,1995-01-16,2012-03-10,1,16,3,10,6263,17.1,female,,54,2010.0
Q12488463,Kaharuddin Syah,1942-04-03,2012-03-12,4,3,3,12,25546,69.9,male,,-22,2010.0
Q16187445,Junus Effendi Habibie,1937-06-11,2012-03-12,6,11,3,12,27303,74.8,male,,-91,2010.0
Q18421303,Hendrik Otto Herman Awuy,1937-10-31,2012-03-12,10,31,3,12,27161,74.4,male,,132,2010.0
Q4843382,Dibyo Widodo,1946-05-26,2012-03-15,5,26,3,15,24035,65.8,male,,-72,2010.0
Q17411545,Tafta Zaini,1953-01-09,2012-03-18,1,9,3,18,21618,59.2,male,,69,2010.0
Q16174858,Ditta Amahorseya,1961-12-04,2012-03-23,12,4,3,23,18372,50.3,female,,109,2010.0
Q16180264,Hasan Junus,1941-01-12,2012-03-30,1,12,3,30,26010,71.2,male,,78,2010.0
Q6684408,Syamsul Mu'arif,1948-12-08,2012-04-03,12,8,4,3,23127,63.3,male,,116,2010.0
Q6875185,Misbach Yusa Biran,1933-09-11,2012-04-11,9,11,4,11,28702,78.6,male,,-153,2010.0
Q12516527,Sudomo,1926-09-20,2012-04-18,9,20,4,18,31257,85.6,male,,-155,2010.0
Q12476444,Bismar Siregar,1928-09-15,2012-04-19,9,15,4,19,30532,83.6,male,,-149,2010.0
Q17411672,Widjajono Partowidagdo,1951-09-16,2012-04-21,9,16,4,21,22133,60.6,male,,-148,2010.0
Q469616,Endang Rahayu Sedyaningsih,1955-02-01,2012-05-02,2,1,5,2,20910,57.2,female,,91,2010.0
Q134819425,Ongen Latuihamallo,1956-04-03,2012-05-02,4,3,5,2,20483,56.1,,,29,2010.0
Q19746300,Mohammad Yasin,1920-06-09,2012-05-03,6,9,5,3,33566,91.9,male,,-37,2010.0
Q12520081,Tatang,1966-12-13,2012-05-03,12,13,5,3,16578,45.4,male,,141,2010.0
Q131684261,Djafar Umar,1947-05-17,2012-05-12,5,17,5,12,23737,65.0,,,-5,2010.0
Q1673698,Isak Doera,1931-09-29,2012-05-19,9,29,5,19,29453,80.6,male,,-133,2010.0
Q97455339,Burhanuddin Soebely,1957-01-02,2012-05-28,1,2,5,28,20235,55.4,male,,147,2010.0
Q17411651,Ribut Waidi,1962-12-05,2012-06-03,12,5,6,3,18078,49.5,male,,180,2010.0
Q12524138,Warsito Rasman,1939-03-31,2012-06-06,3,31,6,6,26731,73.2,male,,67,2010.0
Q12518351,Syamsuar Hasyim,1948-05-10,2012-06-09,5,10,6,9,23406,64.1,male,,30,2010.0
Q712401,Sudono Salim,1916-07-16,2012-06-10,7,16,6,10,35028,95.9,male,,-36,2010.0
Q6739845,Mako Tabuni,1979-04-24,2012-06-14,4,24,6,14,12105,33.1,male,,51,2010.0
Q12484144,Giri Suseno Hadihardjono,1941-01-05,2012-06-27,1,5,6,27,26106,71.5,male,,174,2010.0
Q120202916,Abdul Majid,1917-11-16,2012-07-01,11,16,7,1,34561,94.6,,,-138,2010.0
Q7596108,Setiawan Dalimartha,1950-08-02,2012-07-02,8,2,7,2,22615,61.9,male,,-31,2010.0
Q1382847,Rob Pronk,1928-01-03,2012-07-06,1,3,7,6,30866,84.5,male,,-180,2010.0
Q12485374,Haryanto Dhanutirto,1939-08-14,2012-07-10,8,14,7,10,26629,72.9,male,,-35,2010.0
Q97203868,Yorry Yance Worang,1954-03-31,2012-07-12,3,31,7,12,21288,58.3,,,103,2010.0
Q12508601,Ricky Dayandani,1971-09-27,2012-07-22,9,27,7,22,14909,40.8,male,,-67,2010.0
Q12507521,R.A. Kosasih,1919-04-04,2012-07-24,4,4,7,24,34080,93.3,male,,111,2010.0
Q121232491,Lily Sjarif,1954-11-22,2012-07-26,11,22,7,26,21066,57.7,female,,-119,2010.0
Q46878503,Zainal Bakar,1940-08-16,2012-07-31,8,16,7,31,26282,72.0,male,,-16,2010.0
Q17410989,Rainal Rais,1943-10-27,2012-08-01,10,27,8,1,25116,68.8,male,,-87,2010.0
Q136194238,Arifin Setiamihardja,1947-06-01,2012-08-03,6,1,8,3,23805,65.2,,,63,2010.0
Q7647358,Surya Lesmana,1944-05-20,2012-08-08,5,20,8,8,24917,68.2,male,,80,2010.0
Q111450465,Lex Karamoy,1925-10-08,2012-08-11,10,8,8,11,31719,86.8,male,,-58,2010.0
Q119853661,Bugi Supeno,1930-11-19,2012-08-13,11,19,8,13,29853,81.7,male,,-98,2010.0
Q12491591,Kharis Suhud,1925-04-10,2012-08-20,4,10,8,20,31909,87.4,male,,132,2010.0
Q12518256,Suwardjono Surjaningrat,1923-05-03,2012-08-21,5,3,8,21,32618,89.3,male,,110,2010.0
Q12524561,Winarto,1935-03-06,2012-09-02,3,6,9,2,28305,77.5,male,,180,2010.0
Q110102580,Seno Hartono,1927-04-15,2012-09-05,4,15,9,5,31190,85.4,male,,143,2010.0
Q20426868,W. A. F. J. Tumbelaka,1920-04-24,2012-09-11,4,24,9,11,33743,92.4,male,,140,2010.0
Q15934743,Djantera Kawi,1941-07-22,2012-09-30,7,22,9,30,26003,71.2,male,,70,2010.0
Q134737236,Enrico Tobing,1959-02-13,2012-09-30,2,13,9,30,19588,53.6,,,-135,2010.0
Q22133101,Alimuddin Umar,1928-03-23,2012-10-03,3,23,10,3,30875,84.5,male,,-171,2010.0
Q55825411,Bambang Supeno,1952-01-20,2012-10-03,1,20,10,3,22172,60.7,male,,-108,2010.0
Q16187881,Koeshartono,1946-09-30,2012-10-04,9,30,10,4,24111,66.0,male,,4,2010.0
Q20741994,Nukman Moeloek,1945-12-29,2012-10-09,12,29,10,9,24391,66.8,male,,-81,2010.0
Q109695440,Tarmidi Suhardjo,1948-03-17,2012-10-10,3,17,10,10,23583,64.6,male,,-158,2010.0
Q135579922,Q135579922,1958-07-31,2012-10-11,7,31,10,11,19796,54.2,,,72,2010.0
Q19733520,Sides Sudyarto DS,1942-07-14,2012-10-14,7,14,10,14,25660,70.3,male,,92,2010.0
Q12481752,Djoni Irawan,1958-06-16,2012-10-15,6,16,10,15,19845,54.3,male,,121,2010.0
Q8028708,Wiyogo Atmodarminto,1922-11-22,2012-10-19,11,22,10,19,32839,89.9,male,,-34,2010.0
Q16175636,Edwar Djamaris,1941-07-07,2012-10-21,7,7,10,21,26039,71.3,male,,106,2010.0
Q17410910,Subagyo Partodiharjo,1946-10-22,2012-10-26,10,22,10,26,24111,66.0,male,,4,2010.0
Q12508417,Remy Soetansyah,1958-11-20,2012-10-30,11,20,10,30,19703,53.9,male,,-21,2010.0
Q4843994,Banurusman Astrosemitro,1941-09-28,2012-11-06,9,28,11,6,25972,71.1,male,,39,2010.0
Q12492030,Komalasari,1932-03-01,2012-11-07,3,1,11,7,29471,80.7,female,,-114,2010.0
Q17411493,Rahimi Sutan,1927-07-17,2012-11-07,7,17,11,7,31160,85.3,male,,113,2010.0
Q109434697,Aziz Haily,1943-03-19,2012-11-12,3,19,11,12,25441,69.7,male,,-127,2010.0
Q115570803,Yahya Ali,1925-08-01,2012-11-26,8,1,11,26,31894,87.3,male,,117,2010.0
Q17411271,Urip Santoso,1923-09-19,2012-12-01,9,19,12,1,32581,89.2,,,73,2010.0
Q16166668,Amran S.N.,1948-12-31,2012-12-07,12,31,12,7,23352,63.9,male,,-24,2010.0
Q65323738,Soemojo Hadiwinoto,1942-07-28,2012-12-09,7,28,12,9,25702,70.4,,,134,2010.0
Q12478429,Cecillia Vickend,1986-05-29,2012-12-26,5,29,12,26,9708,26.6,female,,-154,2010.0
Q28354434,Mung Parahadimulyo,1925-01-11,2012-12-28,1,11,12,28,32128,88.0,,,-13,2010.0
Q19845137,J. Soedjati Djiwandono,1933-10-13,2013-01-10,10,13,1,10,28944,79.2,male,,89,2010.0
Q63970089,Moenadi,1923-12-26,2013-01-12,12,26,1,12,32525,89.0,male,,17,2010.0
Q3810202,Zakiah Daradjat,1926-11-06,2013-01-15,11,6,1,15,31482,86.2,female,,70,2010.0
Q12498502,Mien Soedarpo,1924-01-25,2013-01-16,1,25,1,16,32499,89.0,female,,-9,2010.0
Q16188609,Manan Sasmita,1950-06-27,2013-01-18,6,27,1,18,22851,62.6,male,,-160,2010.0
Q3608937,A. Rafiq,1946-03-05,2013-01-19,3,5,1,19,24427,66.9,male,,-45,2010.0
Q16177246,Firman Gani,1952-12-30,2013-01-19,12,30,1,19,21935,60.1,male,,20,2010.0
Q16591703,Suwardi Ramli,1940-10-07,2013-01-20,10,7,1,20,26403,72.3,male,,105,2010.0
Q12501200,Oetomo,1935-04-15,2013-01-21,4,15,1,21,28406,77.8,male,,-84,2010.0
Q97191660,Nurhidayat Rani,1955-06-11,2013-01-28,6,11,1,28,21051,57.6,,,-134,2010.0
Q123500102,Ahmad Bakrie,1959-05-20,2013-02-01,5,20,2,1,19616,53.7,male,,-108,2010.0
Q12470771,Adrianus Taroreh,1966-08-03,2013-02-05,8,3,2,5,16988,46.5,male,,-179,2010.0
Q12520011,Tarmizi Taher,1936-10-07,2013-02-12,10,7,2,12,27887,76.4,male,,128,2010.0
Q19726609,Ismael Hasan,1926-06-20,2013-02-13,6,20,2,13,31650,86.7,male,,-127,2010.0
Q12482854,Feisal Tanjung,1939-06-17,2013-02-18,6,17,2,18,26910,73.7,male,,-119,2010.0
Q109431522,Albertus Pranowo,1942-02-10,2013-02-19,2,10,2,19,25942,71.0,male,,9,2010.0
Q16163575,Adjis Ahmad,1941-08-25,2013-02-21,8,25,2,21,26113,71.5,male,,180,2010.0
Q15993516,Tjokorda Ngurah Wim Sukawati,1923-02-01,2013-02-24,2,1,2,24,32896,90.1,male,,23,2010.0
Q19724362,Boedi Ismanto,1958-05-24,2013-03-10,5,24,3,10,20014,54.8,male,,-75,2010.0
Q12514231,Siauw Bok,1956-12-26,2013-03-13,12,26,3,13,20531,56.2,male,,77,2010.0
Q100257491,Soekisno Hadikoemoro,1932-04-22,2013-03-14,4,22,3,14,29546,80.9,male,,-39,2010.0
Q12520067,Tata Dado,1965-06-12,2013-03-18,6,12,3,18,17446,47.8,male,,-86,2010.0
Q20741995,O'ong Maryono,1953-06-28,2013-03-20,6,28,3,20,21815,59.7,male,,-100,2010.0
Q7992749,Ricky Jo,1967-09-25,2013-03-22,9,25,3,22,16615,45.5,male,,178,2010.0
Q12478096,C. J. Rantung,1935-12-07,2013-04-03,12,7,4,3,28242,77.3,male,,117,2010.0
Q12498700,Mochamad Jasin,1921-07-22,2013-04-07,7,22,4,7,33497,91.7,male,,-106,2010.0
Q16188339,Lucky Acub Zaenal,1960-12-09,2013-04-24,12,9,4,24,19129,52.4,male,,136,2010.0
Q131736716,Dominggus Tahitu,1937-08-15,2013-04-24,8,15,4,24,27646,75.7,,,-113,2010.0
Q11979222,Jefri Al Buchori,1973-04-12,2013-04-26,4,12,4,26,14624,40.0,male,,14,2010.0
Q55932764,Azz Amie,1990-01-01,2013-04-29,1,1,4,29,8519,23.3,male,,118,2010.0
Q16591689,Nira Stania,1974-11-04,2013-05-12,11,4,5,12,14069,38.5,female,,-176,2010.0
Q19744914,Veven Sp Wardhana,1959-01-21,2013-05-17,1,21,5,17,19840,54.3,male,,116,2010.0
Q19723865,Alfons Taryadi,1936-05-11,2013-05-18,5,11,5,18,28131,77.0,male,,7,2010.0
Q16591705,Suhartono Wijaya,1949-12-29,2013-06-01,12,29,6,1,23165,63.4,male,,154,2010.0
Q12470450,A. Kohar Ibrahim,1942-06-16,2013-06-04,6,16,6,4,25921,71.0,male,,-12,2010.0
Q14138516,Uray Faisal Hamid,1943-07-20,2013-06-08,7,20,6,8,25526,69.9,male,,-42,2010.0
Q14089279,Djafar Assegaff,1932-12-12,2013-06-12,12,12,6,12,29402,80.5,male,,182,2010.0
Q12523159,Ully Artha,1953-10-17,2013-06-16,10,17,6,16,21792,59.7,female,,-123,2010.0
Q16182228,Idris Arief,1942-02-01,2013-06-22,2,1,6,22,26074,71.4,male,,141,2010.0
Q24285818,Raja Syahnan,1923-11-24,2013-06-28,11,24,6,28,32724,89.6,male,,-149,2010.0
Q12481116,Deasy Arisandi,1958-11-08,2013-06-30,11,8,6,30,19958,54.6,female,,-131,2010.0
Q52669635,Ilham Purnama Nugraha,1984-02-08,2013-07-06,2,8,7,6,10741,29.4,male,,148,2010.0
Q16591700,Robertus Tony Suwandi,1943-04-18,2013-07-07,4,18,7,7,25648,70.2,male,,80,2010.0
Q16180942,Herman Ngantuk,1951-02-05,2013-07-13,2,5,7,13,22804,62.4,male,,158,2010.0
Q109436422,Kamaruddin Baso,1929-04-19,2013-07-16,4,19,7,16,30769,84.2,,,88,2010.0
Q1429488,Florentinus Sului Hajang Hau,1948-12-11,2013-07-18,12,11,7,18,23595,64.6,male,,-146,2010.0
Q16168711,Asnawi Arbain,1926-11-10,2013-07-26,11,10,7,26,31670,86.7,male,,-107,2010.0
Q16182325,Ignatius Kuntara Wiryamartana,1946-10-19,2013-07-26,10,19,7,26,24387,66.8,male,,-85,2010.0
Q5350524,Eko Maulana Ali,1951-09-26,2013-07-30,9,26,7,30,22588,61.8,male,,-58,2010.0
Q16591685,Bambang Sukowiyono,1961-02-07,2013-08-01,2,7,8,1,19168,52.5,male,,175,2010.0
Q7336731,Ritham Madubun,1971-04-01,2013-08-01,4,1,8,1,15463,42.3,male,,122,2010.0
Q16172087,Della Caroline,1979-04-05,2013-08-04,4,5,8,4,12540,34.3,female,,121,2010.0
Q4262887,Kris Biantoro,1938-03-17,2013-08-13,3,17,8,13,27543,75.4,male,,149,2010.0
Q16591695,Adiyaman Amir Saputra,1950-07-06,2013-08-16,7,6,8,16,23052,63.1,male,,41,2010.0
Q12472876,Awang Faisjal,1932-06-21,2013-08-18,6,21,8,18,29643,81.2,male,,58,2010.0
Q135087737,Prahara Mahdisa,1981-02-19,2013-08-31,2,19,8,31,11881,32.5,,,-172,2010.0
Q55847713,Waloejo Sedjati,1935-07-27,2013-09-03,7,27,9,3,28528,78.1,male,,38,2010.0
Q131795680,Umuruddin Desky,1953-07-27,2013-09-08,7,27,9,8,21958,60.1,,,43,2010.0
Q14934310,Yusni Antemas,1922-04-22,2013-09-12,4,22,9,12,33381,91.4,male,,143,2010.0
Q12482695,Fachrul Rozi,1967-04-04,2013-09-13,4,4,9,13,16964,46.4,male,,162,2010.0
Q106508403,Rasyid Baswedan,1934-09-21,2013-09-13,9,21,9,13,28847,79.0,male,,-8,2010.0
Q15229052,Habib Munzir Al-Musawa,1973-02-23,2013-09-15,2,23,9,15,14814,40.6,male,,-161,2010.0
Q16183396,Iqbal Rais,1984-01-21,2013-09-22,1,21,9,22,10837,29.7,male,,-121,2010.0
Q16591687,Mun'im Idris,1947-05-25,2013-09-27,5,25,9,27,24232,66.3,male,,125,2010.0
Q15128385,Hamami Adaby,1942-05-03,2013-09-30,5,3,9,30,26083,71.4,male,,150,2010.0
Q11101722,Chaerul Umam,1943-04-04,2013-10-03,4,4,10,3,25750,70.5,male,,182,2010.0
Q3747114,SN Ratmana,1936-03-06,2013-10-04,3,6,10,4,28336,77.6,male,,-153,2010.0
Q11203078,Diana Nasution,1958-04-06,2013-10-04,4,6,10,4,20270,55.5,female,,181,2010.0
Q108889803,Syofyan Ali,1947-03-01,2013-10-06,3,1,10,6,24326,66.6,male,,-146,2010.0
Q12485049,Hadidjah,1920-06-13,2013-10-10,6,13,10,10,34087,93.3,female,,119,2010.0
Q26210881,Herry Janto Setiawan,1973-08-10,2013-10-10,8,10,10,10,14671,40.2,male,,61,2010.0
Q16173682,James Danandjaja,1934-04-13,2013-10-21,4,13,10,21,29046,79.5,male,,-174,2010.0
Q107617717,Ferry Tinggogoy,1944-02-29,2013-10-25,2,29,10,25,25441,69.7,male,,-126,2010.0
Q12488071,Jopijaya Burnama,1947-07-23,2013-11-01,7,23,11,1,24208,66.3,male,,101,2010.0
Q97195990,Soedarno,1941-10-31,2013-11-01,10,31,11,1,26299,72.0,,,1,2010.0
Q16601947,Endang Sukandar,1949-04-12,2013-11-02,4,12,11,2,23580,64.6,male,,-161,2010.0
Q15620237,Hikmat Tomet,1955-06-05,2013-11-09,6,5,11,9,21342,58.4,male,,157,2010.0
Q12483090,Francisca Casparina Fanggidaej,1925-08-16,2013-11-13,8,16,11,13,32231,88.2,female,,89,2010.0
Q12518346,Syamsiar Seman,1936-04-01,2013-11-13,4,1,11,13,28350,77.6,male,,-139,2010.0
Q101058805,Andi Baso Bassaleng,1946-12-28,2013-11-24,12,28,11,24,24438,66.9,male,,-34,2010.0
Q16174344,Dewa Putu Anom,1961-01-01,2013-11-26,1,1,11,26,19322,52.9,male,,-36,2010.0
Q12482314,Egidia Sawitri,1979-12-16,2013-11-29,12,16,11,29,12402,34.0,female,,-17,2010.0
Q12498753,Mohammad Adnan,1955-08-14,2013-11-29,8,14,11,29,21292,58.3,male,,107,2010.0
Q15279132,Mulyana W. Kusumah,1948-11-23,2013-12-01,11,23,12,1,23749,65.0,female,,8,2010.0
Q16173735,Daniel Afoan,1945-02-07,2013-12-10,2,7,12,10,25143,68.8,male,,-59,2010.0
Q16181849,I Made Agra Sudiantara,1962-03-26,2013-12-23,3,26,12,23,18900,51.7,male,,-93,2010.0
Q120954722,Joseph Iskendiarso Sigit,1969-09-18,2013-12-29,9,18,12,29,16173,44.3,male,,102,2010.0
Q16187396,Joyokusumo,1955-10-27,2013-12-31,10,27,12,31,21250,58.2,male,,65,2010.0
Q16323951,Rudi Saari,1965-02-01,2014-01-01,2,1,1,1,17866,48.9,male,,-31,2010.0
Q16726119,Muhammad Husni Thamrin Al-Banjari,1934-08-14,2014-01-04,8,14,1,4,28998,79.4,male,,143,2010.0
Q2478710,Slamet Gundono,1966-06-19,2014-01-05,6,19,1,5,17367,47.5,male,,-165,2010.0
Q12485046,Hadi Thayeb,1922-09-14,2014-01-10,9,14,1,10,33356,91.3,male,,118,2010.0
Q12481126,Decha,1991-12-15,2014-01-15,12,15,1,15,8067,22.1,female,,31,2010.0
Q16323950,Radja Roesli,1926-05-16,2014-01-22,5,16,1,22,32028,87.7,male,,-114,2010.0
Q13096717,Sahal Mahfudz,1937-12-17,2014-01-24,12,17,1,24,27797,76.1,male,,38,2010.0
Q16323946,Sulaiman Effendi,1933-12-10,2014-01-29,12,10,1,29,29270,80.1,male,,50,2010.0
Q14917393,Murry,1949-06-19,2014-02-01,6,19,2,1,23603,64.6,male,,-138,2010.0
Q12488069,Joop Ave,1934-12-05,2014-02-05,12,5,2,5,28917,79.2,male,,62,2010.0
Q16188362,Lukminto,1946-06-01,2014-02-05,6,1,2,5,24721,67.7,male,,-116,2010.0
Q12485409,Hasjrul Harahap,1931-11-18,2014-02-07,11,18,2,7,30032,82.2,male,,81,2010.0
Q16323949,Mawardy Nurdin,1954-05-30,2014-02-08,5,30,2,8,21804,59.7,male,,-111,2010.0
Q12521337,Thee Kian Wie,1935-04-20,2014-02-08,4,20,2,8,28784,78.8,male,,-71,2010.0
Q16176737,Fajrul Falaakh,1959-04-02,2014-02-12,4,2,2,12,20040,54.9,male,,-49,2010.0
Q16173643,Damardjati Supadjar,1940-03-30,2014-02-17,3,30,2,17,26987,73.9,male,,-41,2010.0
Q25581221,Asbari Nurpatria Krisna,1943-02-20,2014-02-19,2,20,2,19,25932,71.0,male,,-1,2010.0
Q16323948,Iberamsjah,1948-06-20,2014-02-23,6,20,2,23,23989,65.7,male,,-117,2010.0
Q109431852,Ilham Ilyas Leube,1965-07-10,2014-02-25,7,10,2,25,17762,48.6,,,-135,2010.0
Q16166606,Amon Mabel,1966-04-14,2014-02-25,4,14,2,25,17484,47.9,male,,-48,2010.0
Q16173815,Darji Darmodihardjo,1920-03-05,2014-03-01,3,5,3,1,34329,94.0,male,,-4,2010.0
Q119279354,Payung Bangun,1932-02-23,2014-03-01,2,23,3,1,29957,82.0,male,,6,2010.0
Q109439260,Ferdinan Edy Sombolinggi,1945-10-24,2014-03-05,10,24,3,5,24969,68.4,male,,132,2010.0
Q4201096,Jojon,1953-06-05,2014-03-06,6,5,3,6,22189,60.8,male,,-91,2010.0
Q86403181,Muridan Satrio Widjojo,1967-04-04,2014-03-07,4,4,3,7,17139,46.9,male,,-28,2010.0
Q16323945,Ahmad Amiruddin,1932-07-25,2014-03-22,7,25,3,22,29825,81.7,male,,-125,2010.0
Q25469734,Petrus Octavianus,1928-12-29,2014-03-30,12,29,3,30,31137,85.2,,,91,2010.0
Q4804179,Asep Sunandar Sunarya,1955-09-03,2014-03-31,9,3,3,31,21394,58.6,male,,-156,2010.0
Q12472982,Azrul Azwar,1945-06-06,2014-04-01,6,6,4,1,25136,68.8,male,,-66,2010.0
Q12499717,Mustafa,1939-01-31,2014-04-01,1,31,4,1,27454,75.2,male,,60,2010.0
Q25702253,Maman S. Tawie,1957-09-25,2014-04-07,9,25,4,7,20648,56.5,,,-171,2010.0
Q16588868,Shasya Yunisha,1989-11-28,2014-04-15,11,28,4,15,8904,24.4,female,,138,2010.0
Q6509386,Idris Sardi,1938-06-07,2014-04-28,6,7,4,28,27719,75.9,male,,-40,2010.0
Q16741974,Hendra Heryana,1972-12-21,2014-04-29,12,21,4,29,15104,41.4,male,,129,2010.0
Q12515619,Sjachriel Darham,1945-04-03,2014-05-07,4,3,5,7,25236,69.1,male,,34,2010.0
Q12497156,Marthias Dusky Pandoe,1930-05-10,2014-05-09,5,10,5,9,30680,84.0,male,,-1,2010.0
Q44385343,I Wayan Beratha,1926-02-14,2014-05-10,2,14,5,10,32227,88.2,male,,85,2010.0
Q16937661,Akli Fairuz,1987-05-08,2014-05-16,5,8,5,16,9870,27.0,male,,8,2010.0
Q12482793,Farida Oetoyo,1939-07-07,2014-05-18,7,7,5,18,27344,74.9,female,,-50,2010.0
Q4791212,Arizal,1943-01-11,2014-05-18,1,11,5,18,26060,71.3,male,,127,2010.0
Q19729040,Tb. Maulana Husni,1936-08-15,2014-05-25,8,15,5,25,28407,77.8,male,,-82,2010.0
Q114351705,Zainuddin Djafar,1954-12-25,2014-05-28,12,25,5,28,21704,59.4,male,,154,2010.0
Q12470435,A.R. Soehoed,1920-03-02,2014-06-07,3,2,6,7,34430,94.3,male,,97,2010.0
Q17410507,Eddy Chaniago,1967-01-22,2014-06-25,1,22,6,25,17321,47.4,male,,154,2010.0
Q16165982,Alfred Simanjuntak,1920-09-20,2014-06-25,9,20,6,25,34246,93.8,male,,-87,2010.0
Q109437218,Kemas Mohamad Saleh,1937-06-21,2014-07-03,6,21,7,3,28136,77.0,male,,12,2010.0
Q59847428,Herman Joseph Gadi Djou,1937-04-04,2014-07-05,4,4,7,5,28216,77.3,,,92,2010.0
Q85850592,Yusman Yutam,1940-09-13,2014-07-16,9,13,7,16,26969,73.8,male,,-59,2010.0
Q19723717,Ady Rosa,1953-07-03,2014-07-16,7,3,7,16,22293,61.0,male,,13,2010.0
Q12486888,Iwan Madjid,1957-03-27,2014-07-17,3,27,7,17,20931,57.3,male,,112,2010.0
Q16175742,Eko Budihardjo,1944-06-09,2014-07-22,6,9,7,22,25610,70.1,male,,43,2010.0
Q12496471,Mamiek Prakoso,1961-04-06,2014-08-03,4,6,8,3,19477,53.3,male,,119,2010.0
Q12525092,Yazman Yazid,1952-01-15,2014-08-12,1,15,8,12,22855,62.6,male,,-156,2010.0
Q56399817,Suhario Padmodiwiryo,1921-05-12,2014-08-19,5,12,8,19,34067,93.3,male,,99,2010.0
Q114868163,Siti Zainab binti Kimpal,1935-12-31,2014-08-21,12,31,8,21,28723,78.6,female,,-132,2010.0
